Date,Adj Close,Rtn,Scaled rtns,,Mean,-4.84162E-05,,,Count,4976
2008/6/24,1.970405,0.002541965,0.429330374,,,,,,,
2008/6/25,1.974684,0.002171635,0.367951821,,,,,,,
2008/6/26,1.987597,0.006539274,1.091845487,,,,,,,
2008/6/27,1.994098,0.003270784,0.550125057,,,,,,,
2008/6/30,1.992985,-0.000558147,-0.084482922,,,,,,,
2008/7/2,1.992508,-0.000239339,-0.031643668,,,,,,,
2008/7/3,1.982907,-0.00481855,-0.790603238,,,,,,,
2008/7/4,1.983419,0.000258207,0.050819775,,,,,,,
2008/7/7,1.976402,-0.00353783,-0.578336393,,,,,,,
2008/7/8,1.968698,-0.003897992,-0.63802974,,,,,,,
2008/7/9,1.9822,0.00685834,1.144727525,,,,,,,
2008/7/10,1.977613,-0.002314095,-0.375514252,,,,,,,
2008/7/11,1.989416,0.005968306,0.997213122,,,,,,,
2008/7/14,1.994018,0.002313242,0.391421786,,,,,,,
2008/7/15,2.003607,0.004808883,0.805050079,,,,,,,
2008/7/16,1.998601,-0.002498494,-0.40607651,,,,,,,
2008/7/17,1.997603,-0.000499349,-0.07473776,,,,,,,
2008/7/18,1.999001,0.000699839,0.124015974,,,,,,,
2008/7/21,2.001721,0.00136068,0.233543914,,,,,,,
2008/7/22,1.992786,-0.004463659,-0.731783468,,,,,,,
2008/7/23,1.997443,0.002336929,0.39534778,,,,,,,
2008/7/24,1.987242,-0.005107029,-0.838415829,,,,,,,
2008/7/25,1.99001,0.001392885,0.238881671,,,,,,,
2008/7/28,1.994098,0.002054261,0.348498269,,,,,,,
2008/7/29,1.980786,-0.0066757,-1.098407704,,,,,,,
2008/7/30,1.9811,0.000158523,0.03429815,,,,,,,
2008/7/31,1.983104,0.001011559,0.175680606,,,,,,,
2008/8/1,1.974295,-0.004442026,-0.728198045,,,,,,,
2008/8/4,1.961207,-0.006629202,-1.090701085,,,,,,,
2008/8/5,1.955608,-0.002854875,-0.465143123,,,,,,,
2008/8/6,1.948216,-0.003779899,-0.618456846,,,,,,,
2008/8/7,1.943597,-0.002370887,-0.384926899,,,,,,,
2008/8/8,1.919717,-0.012286498,-2.028342746,,,,,,,
2008/8/11,1.9119,-0.004071954,-0.666862237,,,,,,,
2008/8/12,1.895806,-0.008417804,-1.387144515,,,,,,,
2008/8/13,1.866786,-0.015307473,-2.529040044,,,,,,,
2008/8/14,1.866612,-9.32083E-05,-0.007423853,,,,,,,
2008/8/15,1.864906,-0.000913955,-0.143454672,,,,,,,
2008/8/18,1.865011,5.63031E-05,0.017356211,,,,,,,
2008/8/19,1.868007,0.001606425,0.274273784,,,,,,,
2008/8/20,1.863412,-0.002459841,-0.399670139,,,,,,,
2008/8/21,1.876666,0.007112759,1.186894973,,,,,,,
2008/8/22,1.854015,-0.012069809,-1.992428696,,,,,,,
2008/8/25,1.84901,-0.002699547,-0.439399034,,,,,,,
2008/8/26,1.839216,-0.005296889,-0.869883153,,,,,,,
2008/8/27,1.835603,-0.001964424,-0.317559612,,,,,,,
2008/8/28,1.829793,-0.003165172,-0.516571968,,,,,,,
2008/8/29,1.821792,-0.004372626,-0.716695592,,,,,,,
2008/9/1,1.791312,-0.016730779,-2.764939132,,,,,,,
2008/9/2,1.781705,-0.005363108,-0.880858398,,,,,,,
2008/9/3,1.773301,-0.00471683,-0.773744129,,,,,,,
2008/9/4,1.761401,-0.006710649,-1.104200108,,,,,,,
2008/9/5,1.768597,0.004085384,0.685137159,,,,,,,
2008/9/8,1.761742,-0.003875954,-0.63437703,,,,,,,
2008/9/9,1.762301,0.0003173,0.060613833,,,,,,,
2008/9/10,1.75291,-0.005328829,-0.875176898,,,,,,,
2008/9/11,1.755587,0.001527175,0.261138863,,,,,,,
2008/9/12,1.792307,0.020916081,3.474661144,,,,,,,
2008/9/15,1.795816,0.001957812,0.332512767,,,,,,,
2008/9/16,1.783612,-0.006795796,-1.118312523,,,,,,,
2008/9/17,1.815014,0.017605847,2.926022106,,,,,,,
2008/9/18,1.815409,0.000217629,0.044094435,,,,,,,
2008/9/19,1.830898,0.008531962,1.422114029,,,,,,,
2008/9/22,1.858011,0.01480858,2.462402401,,,,,,,
2008/9/23,1.855494,-0.001354674,-0.216499568,,,,,,,
2008/9/24,1.849489,-0.003236335,-0.528366456,,,,,,,
2008/9/25,1.8404,-0.00491433,-0.806477856,,,,,,,
2008/9/26,1.840299,-5.48794E-05,-0.001071202,,,,,,,
2008/9/29,1.801088,-0.021306864,-3.523380523,,,,,,,
2008/9/30,1.782086,-0.01055029,-1.740583178,,,,,,,
2008/10/1,1.769943,-0.006813925,-1.121317121,,,,,,,
2008/10/2,1.764509,-0.003070155,-0.500823816,,,,,,,
2008/10/3,1.772013,0.004252741,0.712874922,,,,,,,
2008/10/6,1.743102,-0.016315343,-2.696084612,,,,,,,
2008/10/7,1.745505,0.001378577,0.236510193,,,,,,,
2008/10/8,1.727504,-0.010312775,-1.701217416,,,,,,,
2008/10/9,1.708642,-0.010918643,-1.801634216,,,,,,,
2008/10/10,1.704013,-0.002709169,-0.440993849,,,,,,,
2008/10/13,1.744287,0.023634796,3.925261689,,,,,,,
2008/10/14,1.741796,-0.001428091,-0.228667594,,,,,,,
2008/10/15,1.71839,-0.013437854,-2.219168807,,,,,,,
2008/10/16,1.734305,0.009261576,1.543040535,,,,,,,
2008/10/17,1.730193,-0.002370979,-0.384942076,,,,,,,
2008/10/20,1.713091,-0.009884446,-1.630226158,,,,,,,
2008/10/21,1.667389,-0.026678092,-4.41360934,,,,,,,
2008/10/22,1.620089,-0.028367705,-4.693646235,,,,,,,
2008/10/23,1.622692,0.001606702,0.274319696,,,,,,,
2008/10/24,1.591495,-0.01922546,-3.178408124,,,,,,,
2008/10/27,1.553905,-0.023619301,-3.906644527,,,,,,,
2008/10/28,1.60901,0.035462271,5.885550362,,,,,,,
2008/10/29,1.637197,0.017518225,2.911499693,,,,,,,
2008/10/30,1.637117,-4.8864E-05,-7.4213E-05,,,,,,,
2008/10/31,1.607304,-0.018210672,-3.010216843,,,,,,,
2008/11/3,1.577063,-0.018814736,-3.110334593,,,,,,,
2008/11/4,1.593702,0.010550625,1.756687772,,,,,,,
2008/11/5,1.58451,-0.005767703,-0.947916071,,,,,,,
2008/11/6,1.558312,-0.016533818,-2.732294709,,,,,,,
2008/11/7,1.565092,0.004350862,0.729137451,,,,,,,
2008/11/10,1.563624,-0.000937964,-0.147433879,,,,,,,
2008/11/11,1.538391,-0.016137511,-2.666610734,,,,,,,
2008/11/12,1.491491,-0.030486398,-5.04479885,,,,,,,
2008/11/13,1.490668,-0.000551797,-0.083430428,,,,,,,
2008/11/14,1.475296,-0.010312155,-1.701114747,,,,,,,
2008/11/17,1.499498,0.016404844,2.726967477,,,,,,,
2008/11/18,1.495953,-0.002364125,-0.383806084,,,,,,,
2008/11/19,1.497006,0.000703899,0.12468894,,,,,,,
2008/11/20,1.473796,-0.01550428,-2.561658793,,,,,,,
2008/11/21,1.492693,0.012821992,2.133144694,,,,,,,
2008/11/24,1.514899,0.014876468,2.47365417,,,,,,,
2008/11/25,1.542805,0.01842103,3.061130751,,,,,,,
2008/11/26,1.533366,-0.006118077,-1.00598715,,,,,,,
2008/11/27,1.54031,0.004528599,0.758595705,,,,,,,
2008/11/28,1.538509,-0.001169245,-0.185766471,,,,,,,
2008/12/1,1.486503,-0.033802857,-5.594469676,,,,,,,
2008/12/2,1.490713,0.00283215,0.477425844,,,,,,,
2008/12/3,1.478197,-0.008395982,-1.383527739,,,,,,,
2008/12/4,1.468407,-0.006622933,-1.089662124,,,,,,,
2008/12/5,1.470502,0.001426716,0.244488821,,,,,,,
2008/12/8,1.487498,0.011557958,1.923643395,,,,,,,
2008/12/9,1.475906,-0.007792952,-1.283581281,,,,,,,
2008/12/10,1.479793,0.002633637,0.444524116,,,,,,,
2008/12/11,1.502901,0.015615698,2.596174234,,,,,,,
2008/12/12,1.494992,-0.005262489,-0.864181756,,,,,,,
2008/12/15,1.529894,0.023345944,3.877387303,,,,,,,
2008/12/16,1.558603,0.018765352,3.118198821,,,,,,,
2008/12/17,1.5507,-0.005070566,-0.832372452,,,,,,,
2008/12/18,1.505503,-0.029146192,-4.822672804,,,,,,,
2008/12/19,1.499498,-0.0039887,-0.653063659,,,,,,,
2008/12/22,1.4828,-0.011135727,-1.837613681,,,,,,,
2008/12/23,1.474491,-0.005603588,-0.920715557,,,,,,,
2008/12/24,1.47321,-0.000868774,-0.135966368,,,,,,,
2008/12/25,1.474992,0.001209604,0.208504516,,,,,,,
2008/12/26,1.458491,-0.011187179,-1.846141442,,,,,,,
2008/12/29,1.446906,-0.007943141,-1.30847374,,,,,,,
2008/12/30,1.446801,-7.25686E-05,-0.004003025,,,,,,,
2008/12/31,1.46561,0.013000406,2.162715089,,,,,,,
2009/1/1,1.4741,0.00579281,0.968126301,,,,,,,
2009/1/2,1.452391,-0.014726952,-2.432824278,,,,,,,
2009/1/5,1.471605,0.01322922,2.200638818,,,,,,,
2009/1/6,1.491202,0.013316753,2.215146534,,,,,,,
2009/1/7,1.507909,0.011203714,1.864930863,,,,,,,
2009/1/8,1.522696,0.009806295,1.633322307,,,,,,,
2009/1/9,1.517911,-0.003142453,-0.512806378,,,,,,,
2009/1/12,1.481899,-0.023724711,-3.924115172,,,,,,,
2009/1/13,1.451695,-0.020381956,-3.370086057,,,,,,,
2009/1/14,1.462095,0.007164039,1.195394222,,,,,,,
2009/1/15,1.467201,0.003492249,0.586830784,,,,,,,
2009/1/16,1.473405,0.004228459,0.708850478,,,,,,,
2009/1/19,1.442544,-0.020945361,-3.463465012,,,,,,,
2009/1/20,1.387752,-0.037982897,-6.287270525,,,,,,,
2009/1/21,1.387598,-0.000110971,-0.010367815,,,,,,,
2009/1/22,1.388041,0.000319257,0.060938212,,,,,,,
2009/1/23,1.378303,-0.007015643,-1.154749931,,,,,,,
2009/1/26,1.397097,0.013635608,2.267993748,,,,,,,
2009/1/27,1.418641,0.015420547,2.563829929,,,,,,,
2009/1/28,1.422981,0.003059266,0.515068028,,,,,,,
2009/1/29,1.427898,0.003455422,0.580727063,,,,,,,
2009/1/30,1.456304,0.019893578,3.305191198,,,,,,,
2009/2/2,1.421202,-0.024103484,-3.986893065,,,,,,,
2009/2/3,1.44371,0.015837298,2.632902388,,,,,,,
2009/2/4,1.445902,0.00151831,0.259669684,,,,,,,
2009/2/5,1.463208,0.011968999,1.991769522,,,,,,,
2009/2/6,1.477498,0.009766212,1.626679048,,,,,,,
2009/2/9,1.485553,0.005451784,0.911604599,,,,,,,
2009/2/10,1.45588,-0.01997438,-3.302534316,,,,,,,
2009/2/11,1.435008,-0.014336346,-2.3680852,,,,,,,
2009/2/12,1.429102,-0.004115656,-0.674105441,,,,,,,
2009/2/13,1.435998,0.004825408,0.80778885,,,,,,,
2009/2/16,1.429817,-0.004304324,-0.705375166,,,,,,,
2009/2/17,1.423994,-0.004072549,-0.666960817,,,,,,,
2009/2/18,1.42509,0.000769666,0.135589186,,,,,,,
2009/2/19,1.426696,0.001126946,0.194804899,,,,,,,
2009/2/20,1.443897,0.012056528,2.006276522,,,,,,,
2009/2/23,1.447094,0.002214147,0.374997785,,,,,,,
2009/2/24,1.452855,0.003981082,0.667850083,,,,,,,
2009/2/25,1.422091,-0.021174859,-3.501502053,,,,,,,
2009/2/26,1.429797,0.005418781,0.906134704,,,,,,,
2009/2/27,1.427205,-0.001812845,-0.292436835,,,,,,,
2009/3/2,1.403509,-0.016603081,-2.743774347,,,,,,,
2009/3/3,1.4028,-0.000505162,-0.075701229,,,,,,,
2009/3/4,1.417776,0.010675791,1.777432896,,,,,,,
2009/3/5,1.413108,-0.003292481,-0.53767206,,,,,,,
2009/3/6,1.407004,-0.004319557,-0.707899898,,,,,,,
2009/3/9,1.379405,-0.019615438,-3.243043224,,,,,,,
2009/3/10,1.379196,-0.000151515,-0.017087549,,,,,,,
2009/3/11,1.384198,0.003626751,0.609123101,,,,,,,
2009/3/12,1.393107,0.006436218,1.074764927,,,,,,,
2009/3/13,1.400697,0.005448253,0.911019438,,,,,,,
2009/3/16,1.407598,0.004926833,0.824599057,,,,,,,
2009/3/17,1.405402,-0.001560105,-0.250547602,,,,,,,
2009/3/18,1.428408,0.016369694,2.721141709,,,,,,,
2009/3/19,1.449591,0.014829797,2.465918789,,,,,,,
2009/3/20,1.44271,-0.004746856,-0.778720638,,,,,,,
2009/3/23,1.457195,0.010040133,1.672078699,,,,,,,
2009/3/24,1.470005,0.008790862,1.465024218,,,,,,,
2009/3/25,1.455096,-0.010142142,-1.672936752,,,,,,,
2009/3/26,1.446508,-0.005902016,-0.970177136,,,,,,,
2009/3/27,1.432501,-0.00968332,-1.596891432,,,,,,,
2009/3/30,1.424704,-0.005442928,-0.894087782,,,,,,,
2009/3/31,1.434494,0.006871603,1.146925726,,,,,,,
2009/4/1,1.44609,0.008083687,1.347816813,,,,,,,
2009/4/2,1.473492,0.018949028,3.148641278,,,,,,,
2009/4/3,1.483305,0.00665969,1.11180325,,,,,,,
2009/4/6,1.4741,-0.006205737,-1.020515838,,,,,,,
2009/4/7,1.4741,0,0.008024519,,,,,,,
2009/4/8,1.469508,-0.003115121,-0.508276447,,,,,,,
2009/4/9,1.467502,-0.001365083,-0.218224642,,,,,,,
2009/4/10,1.465996,-0.001026234,-0.162063716,,,,,,,
2009/4/13,1.484935,0.012918862,2.14920001,,,,,,,
2009/4/14,1.490491,0.003741578,0.6281546,,,,,,,
2009/4/15,1.500015,0.006389841,1.067078345,,,,,,,
2009/4/16,1.491892,-0.005415279,-0.889505237,,,,,,,
2009/4/17,1.479991,-0.007977119,-1.314105222,,,,,,,
2009/4/20,1.454313,-0.017350106,-2.867586405,,,,,,,
2009/4/21,1.466491,0.008373713,1.395885891,,,,,,,
2009/4/22,1.448897,-0.011997346,-1.980418683,,,,,,,
2009/4/23,1.471692,0.015732657,2.615559168,,,,,,,
2009/4/24,1.471497,-0.000132501,-0.013936156,,,,,,,
2009/4/27,1.461497,-0.0067958,-1.118313188,,,,,,,
2009/4/28,1.462865,0.000936027,0.1631618,,,,,,,
2009/4/29,1.476734,0.009480711,1.579359952,,,,,,,
2009/4/30,1.478809,0.001405128,0.240910761,,,,,,,
2009/5/1,1.491091,0.008305332,1.384552402,,,,,,,
2009/5/4,1.503511,0.008329472,1.388553258,,,,,,,
2009/5/5,1.507091,0.002381093,0.402667535,,,,,,,
2009/5/6,1.515014,0.005257148,0.879345526,,,,,,,
2009/5/7,1.503398,-0.007667256,-1.262748431,,,,,,,
2009/5/8,1.524297,0.013901176,2.312008964,,,,,,,
2009/5/11,1.513707,-0.006947465,-1.1434501,,,,,,,
2009/5/12,1.527044,0.00881082,1.46833209,,,,,,,
2009/5/13,1.515289,-0.007697879,-1.267823921,,,,,,,
2009/5/14,1.522951,0.005056461,0.846083688,,,,,,,
2009/5/15,1.516093,-0.0045031,-0.738320356,,,,,,,
2009/5/18,1.534378,0.012060606,2.006952406,,,,,,,
2009/5/19,1.548395,0.009135298,1.522111117,,,,,,,
2009/5/20,1.575399,0.017439994,2.898533638,,,,,,,
2009/5/21,1.585088,0.006150188,1.027358249,,,,,,,
2009/5/22,1.592002,0.004361903,0.730967428,,,,,,,
2009/5/25,1.59109,-0.000572864,-0.08692204,,,,,,,
2009/5/26,1.593702,0.001641642,0.280110667,,,,,,,
2009/5/27,1.596093,0.00150028,0.25668139,,,,,,,
2009/5/28,1.593372,-0.001704788,-0.27452746,,,,,,,
2009/5/29,1.618699,0.015895221,2.642502506,,,,,,,
2009/6/1,1.64471,0.016069078,2.671317567,,,,,,,
2009/6/2,1.657907,0.008023907,1.33790891,,,,,,,
2009/6/3,1.631295,-0.016051564,-2.652365772,,,,,,,
2009/6/4,1.611266,-0.012277975,-2.026930276,,,,,,,
2009/6/5,1.599591,-0.007245855,-1.192905362,,,,,,,
2009/6/8,1.603824,0.002646301,0.4466232,,,,,,,
2009/6/9,1.631108,0.017011842,2.827571514,,,,,,,
2009/6/10,1.635403,0.002633179,0.444448348,,,,,,,
2009/6/11,1.658402,0.0140632,2.338862938,,,,,,,
2009/6/12,1.643088,-0.009234191,-1.522452576,,,,,,,
2009/6/15,1.629487,-0.008277706,-1.363924651,,,,,,,
2009/6/16,1.639694,0.006263935,1.046210642,,,,,,,
2009/6/17,1.638807,-0.000540955,-0.081633433,,,,,,,
2009/6/18,1.636608,-0.00134183,-0.214370688,,,,,,,
2009/6/19,1.65221,0.009533132,1.588048246,,,,,,,
2009/6/22,1.634788,-0.010544664,-1.739650858,,,,,,,
2009/6/23,1.643358,0.00524227,0.876879681,,,,,,,
2009/6/24,1.642791,-0.000345025,-0.049160053,,,,,,,
2009/6/25,1.637331,-0.003323612,-0.542831795,,,,,,,
2009/6/26,1.652892,0.009503882,1.58320029,,,,,,,
2009/6/29,1.657001,0.002485946,0.42004582,,,,,,,
2009/6/30,1.646687,-0.006224498,-1.02362543,,,,,,,
2009/7/1,1.647799,0.000675295,0.119948136,,,,,,,
2009/7/2,1.634735,-0.007928151,-1.305989327,,,,,,,
2009/7/3,1.629408,-0.003258632,-0.532062004,,,,,,,
2009/7/6,1.627392,-0.001237259,-0.197039133,,,,,,,
2009/7/7,1.611629,-0.00968605,-1.597343856,,,,,,,
2009/7/8,1.60591,-0.003548583,-0.580118609,,,,,,,
2009/7/9,1.634307,0.017682809,2.938777826,,,,,,,
2009/7/10,1.621797,-0.007654621,-1.260654254,,,,,,,
2009/7/13,1.625408,0.002226543,0.377052248,,,,,,,
2009/7/14,1.631987,0.004047599,0.678874634,,,,,,,
2009/7/15,1.643196,0.006868315,1.146380724,,,,,,,
2009/7/16,1.641605,-0.000968235,-0.152451009,,,,,,,
2009/7/17,1.633213,-0.00511207,-0.839251303,,,,,,,
2009/7/20,1.652456,0.011782297,1.960825374,,,,,,,
2009/7/21,1.642009,-0.006322105,-1.039802746,,,,,,,
2009/7/22,1.645007,0.001825812,0.310635094,,,,,,,
2009/7/23,1.6512,0.003764726,0.631991107,,,,,,,
2009/7/24,1.64471,-0.003930475,-0.64341338,,,,,,,
2009/7/27,1.648533,0.002324422,0.393274805,,,,,,,
2009/7/28,1.641093,-0.004513103,-0.739978404,,,,,,,
2009/7/29,1.635109,-0.00364635,-0.596322517,,,,,,,
2009/7/30,1.650792,0.00959141,1.597707184,,,,,,,
2009/7/31,1.670509,0.011943964,1.987620146,,,,,,,
2009/8/3,1.694111,0.014128628,2.349706915,,,,,,,
2009/8/4,1.695404,0.000763232,0.134522813,,,,,,,
2009/8/5,1.699611,0.002481414,0.419294787,,,,,,,
2009/8/6,1.681011,-0.010943681,-1.805783909,,,,,,,
2009/8/7,1.668502,-0.007441355,-1.2253076,,,,,,,
2009/8/10,1.647881,-0.01235899,-2.040357691,,,,,,,
2009/8/11,1.648995,0.00067602,0.120068196,,,,,,,
2009/8/12,1.65101,0.001221956,0.210551886,,,,,,,
2009/8/13,1.657001,0.003628688,0.609444179,,,,,,,
2009/8/14,1.654397,-0.001571514,-0.252438586,,,,,,,
2009/8/17,1.635189,-0.011610273,-1.916265015,,,,,,,
2009/8/18,1.658897,0.01449863,2.411031134,,,,,,,
2009/8/19,1.655903,-0.001804814,-0.291105762,,,,,,,
2009/8/20,1.651091,-0.002905967,-0.473611247,,,,,,,
2009/8/21,1.650111,-0.000593547,-0.090350101,,,,,,,
2009/8/24,1.640797,-0.005644469,-0.927491178,,,,,,,
2009/8/25,1.631588,-0.005612516,-0.922195377,,,,,,,
2009/8/26,1.622902,-0.005323648,-0.874318242,,,,,,,
2009/8/27,1.629275,0.003926916,0.658872599,,,,,,,
2009/8/28,1.626201,-0.001886729,-0.304682388,,,,,,,
2009/8/31,1.629195,0.001841101,0.313169041,,,,,,,
2009/9/1,1.612903,-0.010000031,-1.649383125,,,,,,,
2009/9/2,1.627604,0.009114621,1.518684181,,,,,,,
2009/9/3,1.63276,0.003167847,0.533064246,,,,,,,
2009/9/4,1.63921,0.003950366,0.662759232,,,,,,,
2009/9/7,1.633987,-0.003186291,-0.520072159,,,,,,,
2009/9/8,1.651937,0.0109854,1.828747445,,,,,,,
2009/9/9,1.653412,0.000892891,0.156012534,,,,,,,
2009/9/10,1.665612,0.007378681,1.230969025,,,,,,,
2009/9/11,1.668112,0.00150095,0.256792323,,,,,,,
2009/9/14,1.660992,-0.004268299,-0.699404371,,,,,,,
2009/9/15,1.649648,-0.006829654,-1.123924016,,,,,,,
2009/9/16,1.647989,-0.001005669,-0.158655332,,,,,,,
2009/9/17,1.643818,-0.002530963,-0.411458018,,,,,,,
2009/9/18,1.627101,-0.010169617,-1.677490456,,,,,,,
2009/9/21,1.622007,-0.003130721,-0.510862054,,,,,,,
2009/9/22,1.638404,0.010109081,1.683506175,,,,,,,
2009/9/23,1.635109,-0.002011103,-0.325296287,,,,,,,
2009/9/24,1.593702,-0.025323694,-4.189131004,,,,,,,
2009/9/25,1.597699,0.002507997,0.423700601,,,,,,,
2009/9/28,1.588739,-0.005608065,-0.921457624,,,,,,,
2009/9/29,1.597112,0.005270217,0.881511707,,,,,,,
2009/9/30,1.600205,0.001936621,0.329000513,,,,,,,
2009/10/1,1.590204,-0.006249824,-1.027822949,,,,,,,
2009/10/2,1.587906,-0.001445098,-0.231486328,,,,,,,
2009/10/5,1.594947,0.004434142,0.742940277,,,,,,,
2009/10/6,1.592179,-0.001735481,-0.279614523,,,,,,,
2009/10/7,1.596398,0.002649828,0.447207638,,,,,,,
2009/10/8,1.605832,0.005909554,0.987475492,,,,,,,
2009/10/9,1.584008,-0.013590463,-2.244462255,,,,,,,
2009/10/12,1.581403,-0.001644562,-0.264545674,,,,,,,
2009/10/13,1.593168,0.007439596,1.241065123,,,,,,,
2009/10/14,1.600589,0.004658015,0.780045071,,,,,,,
2009/10/15,1.633907,0.020816087,3.458088116,,,,,,,
2009/10/16,1.635911,0.001226508,0.211306268,,,,,,,
2009/10/19,1.640608,0.002871183,0.483895139,,,,,,,
2009/10/20,1.638002,-0.001588436,-0.255243188,,,,,,,
2009/10/21,1.660881,0.013967626,2.323022494,,,,,,,
2009/10/22,1.663395,0.001513655,0.258898003,,,,,,,
2009/10/23,1.631108,-0.019410302,-3.209043969,,,,,,,
2009/10/26,1.629992,-0.000684197,-0.105374548,,,,,,,
2009/10/27,1.639989,0.006133159,1.02453585,,,,,,,
2009/10/28,1.637599,-0.001457327,-0.233513205,,,,,,,
2009/10/29,1.656287,0.011411829,1.899424001,,,,,,,
2009/10/30,1.644791,-0.006940826,-1.14234977,,,,,,,
2009/11/2,1.639532,-0.003197367,-0.521907858,,,,,,,
2009/11/3,1.642603,0.001873095,0.318471846,,,,,,,
2009/11/4,1.655794,0.008030547,1.339009373,,,,,,,
2009/11/5,1.657495,0.001027302,0.178289767,,,,,,,
2009/11/6,1.662013,0.0027258,0.459799322,,,,,,,
2009/11/9,1.677993,0.009614847,1.60159165,,,,,,,
2009/11/10,1.673612,-0.002610857,-0.42469961,,,,,,,
2009/11/11,1.657495,-0.00963007,-1.588065675,,,,,,,
2009/11/12,1.658705,0.000730017,0.129017771,,,,,,,
2009/11/13,1.6675,0.005302329,0.886833922,,,,,,,
2009/11/16,1.683899,0.009834483,1.637994207,,,,,,,
2009/11/17,1.682397,-0.000891977,-0.139812058,,,,,,,
2009/11/18,1.67406,-0.00495543,-0.81328966,,,,,,,
2009/11/19,1.665612,-0.005046414,-0.828369445,,,,,,,
2009/11/20,1.652101,-0.008111733,-1.3364162,,,,,,,
2009/11/23,1.660909,0.005331393,0.891650988,,,,,,,
2009/11/24,1.65843,-0.001492556,-0.239352124,,,,,,,
2009/11/25,1.670509,0.007283395,1.215176193,,,,,,,
2009/11/26,1.643601,-0.016107665,-2.661664062,,,,,,,
2009/11/27,1.650792,0.004375149,0.733162907,,,,,,,
2009/11/30,1.645793,-0.003028243,-0.493877318,,,,,,,
2009/12/1,1.662593,0.010207845,1.699875376,,,,,,,
2009/12/2,1.666056,0.002082891,0.353243407,,,,,,,
2009/12/3,1.655931,-0.006077227,-0.999216587,,,,,,,
2009/12/4,1.648288,-0.00461553,-0.756954682,,,,,,,
2009/12/7,1.646578,-0.00103744,-0.163921061,,,,,,,
2009/12/8,1.624907,-0.013161235,-2.173321935,,,,,,,
2009/12/9,1.62824,0.002051194,0.34798999,,,,,,,
2009/12/10,1.628028,-0.000130202,-0.013555183,,,,,,,
2009/12/11,1.625303,-0.001673804,-0.269392206,,,,,,,
2009/12/14,1.631002,0.003506423,0.589179983,,,,,,,
2009/12/15,1.626995,-0.002456772,-0.399161496,,,,,,,
2009/12/16,1.632813,0.003575918,0.600698011,,,,,,,
2009/12/17,1.616292,-0.010118121,-1.668955493,,,,,,,
2009/12/18,1.614596,-0.001049315,-0.165889274,,,,,,,
2009/12/21,1.6056,-0.005571672,-0.915425892,,,,,,,
2009/12/22,1.596832,-0.005460887,-0.897064271,,,,,,,
2009/12/23,1.596908,4.75942E-05,0.0159128,,,,,,,
2009/12/24,1.597495,0.000367585,0.068948211,,,,,,,
2009/12/25,1.601897,0.002755564,0.464732431,,,,,,,
2009/12/28,1.600307,-0.000992573,-0.156484813,,,,,,,
2009/12/29,1.590407,-0.006186313,-1.01729658,,,,,,,
2009/12/30,1.607588,0.010802895,1.798499118,,,,,,,
2009/12/31,1.618202,0.006602438,1.102314272,,,,,,,
2010/1/1,1.613294,-0.003032996,-0.494664994,,,,,,,
2010/1/4,1.61137,-0.001192591,-0.189635828,,,,,,,
2010/1/5,1.599079,-0.007627671,-1.2561876,,,,,,,
2010/1/6,1.602384,0.002066815,0.350578918,,,,,,,
2010/1/7,1.593397,-0.005608518,-0.921532739,,,,,,,
2010/1/8,1.60241,0.005656469,0.945529062,,,,,,,
2010/1/11,1.611292,0.005542901,0.92670635,,,,,,,
2010/1/12,1.61517,0.002406764,0.406922244,,,,,,,
2010/1/13,1.628611,0.008321725,1.387269291,,,,,,,
2010/1/14,1.6334,0.002940543,0.4953908,,,,,,,
2010/1/15,1.626995,-0.003921269,-0.641887528,,,,,,,
2010/1/18,1.635296,0.005102044,0.853638589,,,,,,,
2010/1/19,1.635671,0.000229316,0.046031459,,,,,,,
2010/1/20,1.629806,-0.003585684,-0.586267731,,,,,,,
2010/1/21,1.620509,-0.00570436,-0.93741755,,,,,,,
2010/1/22,1.611006,-0.005864207,-0.963910626,,,,,,,
2010/1/25,1.625012,0.008693947,1.448961439,,,,,,,
2010/1/26,1.6147,-0.006345799,-1.043729878,,,,,,,
2010/1/27,1.617809,0.001925435,0.32714662,,,,,,,
2010/1/28,1.614309,-0.00216342,-0.350541229,,,,,,,
2010/1/29,1.598491,-0.00979862,-1.616001219,,,,,,,
2010/2/1,1.595253,-0.00202566,-0.327708962,,,,,,,
2010/2/2,1.599207,0.002478604,0.418828932,,,,,,,
2010/2/3,1.592002,-0.004505358,-0.738694662,,,,,,,
2010/2/4,1.576989,-0.009430265,-1.554949937,,,,,,,
2010/2/5,1.565803,-0.007093264,-1.167614943,,,,,,,
2010/2/8,1.557608,-0.005233736,-0.859416274,,,,,,,
2010/2/9,1.569391,0.007564804,1.261817151,,,,,,,
2010/2/10,1.561207,-0.005214762,-0.85627141,,,,,,,
2010/2/11,1.570204,0.005762849,0.963160566,,,,,,,
2010/2/12,1.569809,-0.00025156,-0.033669045,,,,,,,
2010/2/15,1.566711,-0.001973488,-0.319061968,,,,,,,
2010/2/16,1.579005,0.007847012,1.308590294,,,,,,,
2010/2/17,1.568209,-0.006837217,-1.125177593,,,,,,,
2010/2/18,1.542305,-0.016518206,-2.72970724,,,,,,,
2010/2/19,1.546408,0.002660304,0.448943968,,,,,,,
2010/2/22,1.548659,0.001455631,0.249281236,,,,,,,
2010/2/23,1.544592,-0.002626143,-0.427233094,,,,,,,
